timestamp,value,prediction,anomaly_score,anomaly_likelihood
2015-10-14 17:21:33.597958,502.0,503.69999999999993,0.074999999999999997,0.5
2015-10-14 17:21:33.603335,501.0,503.18999999999994,0.025000000000000001,0.5
2015-10-14 17:21:33.609490,499.0,503.18999999999994,0.0,0.5
2015-10-14 17:21:33.614815,502.0,503.18999999999994,0.025000000000000001,0.5
2015-10-14 17:21:33.621184,508.0,502.83299999999997,0.050000000000000003,0.5
2015-10-14 17:21:33.627704,506.0,502.83299999999997,0.025000000000000001,0.5
2015-10-14 17:21:33.632837,505.0,502.83299999999997,0.050000000000000003,0.5
2015-10-14 17:21:33.639262,505.0,502.83299999999997,0.050000000000000003,0.5
2015-10-14 17:21:33.644478,503.0,505.3870999999999,0.050000000000000003,0.5
2015-10-14 17:21:33.649681,513.0,502.8831,0.10000000000000001,0.5
2015-10-14 17:21:33.656101,514.0,502.8831,0.17499999999999999,0.5
2015-10-14 17:21:33.662559,505.0,502.8831,0.025000000000000001,0.5
2015-10-14 17:21:33.667810,498.0,505.2709699999999,0.0,0.5
2015-10-14 17:21:33.673873,496.0,505.2709699999999,0.0,0.5
2015-10-14 17:21:33.679246,500.0,505.2709699999999,0.0,0.5
2015-10-14 17:21:33.685891,508.0,502.8831,0.025000000000000001,0.5
2015-10-14 17:21:33.691069,512.0,505.2709699999999,0.050000000000000003,0.5
2015-10-14 17:21:33.696918,509.0,505.2709699999999,0.050000000000000003,0.5
2015-10-14 17:21:33.702453,499.0,508.6429999999999,0.025000000000000001,0.5
2015-10-14 17:21:33.708979,497.0,502.8831,0.0,0.5
2015-10-14 17:21:33.714148,504.0,498.25299999999993,0.025000000000000001,0.5
2015-10-14 17:21:33.719467,507.0,498.25299999999993,0.025000000000000001,0.5
2015-10-14 17:21:33.725656,504.0,508.15009999999995,0.025000000000000001,0.5
2015-10-14 17:21:33.732117,508.0,503.45271899999995,0.025000000000000001,0.5
2015-10-14 17:21:33.737394,510.0,508.10506999999996,0.0,0.5
2015-10-14 17:21:33.743012,512.0,498.25299999999993,0.0,0.5
2015-10-14 17:21:33.748893,515.0,508.10506999999996,0.0,0.5
2015-10-14 17:21:33.755403,509.0,508.10506999999996,0.0,0.5
2015-10-14 17:21:33.760752,506.0,508.3735489999999,0.0,0.5
2015-10-14 17:21:33.767217,509.0,508.3735489999999,0.0,0.5
2015-10-14 17:21:33.773794,516.0,508.5614842999999,0.0,0.5
2015-10-14 17:21:33.780268,521.0,508.5614842999999,0.10000000000000001,0.5
2015-10-14 17:21:33.786699,520.0,508.5614842999999,0.074999999999999997,0.5
2015-10-14 17:21:33.793120,513.0,508.5614842999999,0.0,0.5
2015-10-14 17:21:33.799605,511.0,508.5614842999999,0.0,0.5
2015-10-14 17:21:33.806054,513.0,508.5614842999999,0.0,0.5
2015-10-14 17:21:33.812485,517.0,512.8221299999999,0.0,0.5
2015-10-14 17:21:33.818574,518.0,512.8221299999999,0.025000000000000001,0.5
2015-10-14 17:21:33.825106,511.0,512.8221299999999,0.0,0.5
2015-10-14 17:21:33.830424,509.0,512.8221299999999,0.0,0.5
2015-10-14 17:21:33.836824,511.0,508.6930390099999,0.0,0.5
2015-10-14 17:21:33.842640,511.0,510.6569999999999,0.0,0.5
2015-10-14 17:21:33.849053,510.0,510.7598999999999,0.0,0.5
2015-10-14 17:21:33.854286,516.0,510.53192999999993,0.0,0.5
2015-10-14 17:21:33.859723,518.0,510.53192999999993,0.025000000000000001,0.5
2015-10-14 17:21:33.865022,510.0,510.53192999999993,0.0,0.5
2015-10-14 17:21:33.871463,512.0,515.5099999999999,0.0,0.5
2015-10-14 17:21:33.876666,519.0,508.6930390099999,0.025000000000000001,0.5
2015-10-14 17:21:33.882998,514.0,508.6930390099999,0.025000000000000001,0.5
2015-10-14 17:21:33.888262,506.0,513.0028436999999,0.025000000000000001,0.5
2015-10-14 17:21:33.893882,512.0,518.1970999999999,0.025000000000000001,0.5
2015-10-14 17:21:33.899979,522.0,512.7019905899999,0.10000000000000001,0.5
2015-10-14 17:21:33.906447,515.0,512.7019905899999,0.025000000000000001,0.5
2015-10-14 17:21:33.911736,501.0,477.0,0.074999999999999997,0.5
2015-10-14 17:21:33.918140,504.0,477.0,0.050000000000000003,0.5
